WKT,osm_id,name,access,addr.city,addr.city.simc,addr.housename,addr.housenumber,addr.postcode,addr.street,amenity,brand,brand.wikidata,brand.wikipedia,check_date,check_date.opening_hours,construction.shop,description,door,entrance,level,name.ru,opening_hours,operator,parking,shop,source,source.addr,source.position,toilets.wheelchair,website,wheelchair,nazwa_dzie,supermarket
"POINT (21.0473236 52.2771736)","1847147352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0473125 52.2772272)","1847147357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0471913 52.2772177)","1847147383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0793137 52.3055881)","1917978578",Lidl,,Warszawa,,,"45",,Malborska,,Lidl,Q151954,en:Lidl,,2025-06-12,supermarket,"otwarcie 27.05.2021, 6:00",,,,,"Mo-Sa 06:00-23:00; Su 08:00-21:00",,,supermarket,,,,,https://www.lidl.pl/,yes,Targówek,Lidl
"POINT (21.0323037 52.2830139)","3010477924",,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0326988 52.2831181)","3010478141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0320818 52.2832551)","3010478181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0323848 52.2833343)","3010478191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0324647 52.2833548)","3010478193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0323507 52.2833831)","3010478197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0324301 52.283404)","3010478200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0329523 52.2834827)","3010478213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0611905 52.2684999)","5038366691",Lidl,,,,,,,,,Lidl,Q151954,en:Lidl,,,,,,,,ЛИДЛ,"Mo-Sa 06:00-23:00; Su 08:00-21:00",,,supermarket,,,,,,,Targówek,Lidl
"POINT (21.0327501 52.283187)","8473785966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0326634 52.2831643)","8473785967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0477055 52.2766181)","9359364319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0476794 52.2767335)","9359364320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0477605 52.2767398)","9359364321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0477102 52.2769744)","9359364322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0476291 52.2769678)","9359364323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0475813 52.2771946)","9359364324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0473286 52.2765861)","9359364325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0818421 52.2937913)","11733917559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0822157 52.2936774)","11733917560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0817335 52.2930388)","11733917561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.081319 52.2931691)","11733917562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.082201 52.2936611)","12988438638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.0822356 52.2936503)","12988438639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Lidl
"POINT (21.1579437 52.2583641)","8888987687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1577517 52.2586066)","8888987688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576965 52.258324)","8888987695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576985 52.2583438)","8888987700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576913 52.258609)","8888987703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579595 52.2585446)","8888987706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1570627 52.2583484)","8888998111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1570709 52.2584235)","8888998112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1578837 52.2585756)","8888998115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1577767 52.258606)","8888998118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576673 52.2583451)","8888998132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576921 52.258614)","8888998135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579406 52.2583642)","8888998136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579389 52.2583147)","8888998144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.157387 52.2585704)","8888998148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.157962 52.258548)","8888998149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1573919 52.2586203)","8888998150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579617 52.2585445)","8888998153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1571594 52.2584194)","8888998166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579604 52.2585728)","8888998168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1577718 52.2585559)","8888998171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1576655 52.2583252)","8888998185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1577521 52.2586116)","8888998187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1571739 52.2585793)","8888998220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1579578 52.2585481)","8888998222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (21.1578812 52.2585512)","8888998224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Lidl
"POINT (20.931676 52.2698492)","1805980719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9316584 52.2699001)","1805980722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9317428 52.2699104)","1805980724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.932685 52.2699809)","1805980726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9316848 52.2700793)","1805980727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9320443 52.2701261)","1805980729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9320274 52.2701751)","1805980730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9324038 52.2702241)","1805980731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9325943 52.2702226)","6518555889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9324208 52.2701758)","6518555890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9325209 52.270213)","6518555891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.932529 52.2701894)","6518555892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9320583 52.2885832)","8777433607",Lidl,,Warszawa,"0918123",,"117",01-949,Jana Kasprowicza,,Lidl,Q151954,en:Lidl,,,,,,,,,Mo-Sa 06:00-23:00,,,supermarket,,mapa.um.warszawa.pl,,,https://lidl.pl,,Bielany,Lidl
"POINT (20.9326057 52.2701952)","10557785827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9326025 52.2701989)","10557785846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9326083 52.2701997)","10557785865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9326636 52.2700299)","10557796309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9326672 52.2700303)","10557796327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9326096 52.2701957)","10557796380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Lidl
"POINT (20.9615414 52.3179461)","1210996370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9606345 52.3179894)","1210996374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9616189 52.3182681)","1210996387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9615955 52.318169)","1210996392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.960824 52.317757)","1210996396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9616862 52.3180256)","1210996418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9613564 52.3178913)","1210996421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9616745 52.3181843)","1210996422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0623868 52.3076563)","1896967380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0632345 52.3077478)","1896967399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0631011 52.3079687)","1896967402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.063147 52.3078099)","2970654260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0632144 52.3078172)","2970654261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0625673 52.307911)","2970654264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0623127 52.3079129)","2970654265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0625517 52.3079649)","2970654266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9609257 52.3178191)","4325500423",,,,,,,,,,,,,,,,,,main,,,,,,,,,survey,,,,Białołęka,Lidl
"POINT (20.9607801 52.3178107)","4346063807",,,,,,,,,,,,,,,,,,emergency,"0",,,,,,,,geoportal.gov.pl:ortofoto,,,,Białołęka,Lidl
"POINT (21.0626454 52.3079195)","4438924119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0630578 52.3079641)","4438924120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0291359 52.3626169)","5698531224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0286425 52.3631666)","5698531225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0294483 52.3626637)","5698531226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0294084 52.3627081)","5698531227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.028813 52.3629767)","5698531228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0290612 52.3633068)","7011125915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0295945 52.3627126)","7011125916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9609731 52.3178336)","7061526628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9610117 52.3177862)","7061526629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.960871 52.3178024)","7061526630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9608914 52.3177775)","7061526631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0623213 52.3078831)","7480159957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0632209 52.3077947)","7480159959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0624971 52.307959)","7906528600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0625124 52.307906)","7906528601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0624035 52.3078942)","7906528602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0623955 52.3079219)","7906528603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0626074 52.3079154)","7906528604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9860901 52.3039076)","8761463877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9870628 52.304086)","8761467962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9861739 52.3039491)","8761468024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9869711 52.3039773)","8761468105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9864627 52.3037283)","8761468244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9870853 52.3040689)","8761468484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.986119 52.3039908)","8761468540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9870284 52.3040412)","8761468622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9862271 52.3040441)","8761468676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9864145 52.3037671)","8761468755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9868323 52.304271)","8761469174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9863275 52.3037256)","8761469229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9870059 52.3040582)","8761469318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9862824 52.3040021)","8761469375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9869204 52.3040163)","8761469457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9870691 52.3040891)","8761469693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9502943 52.3464839)","9043905670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9499403 52.3467687)","9043905671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9501071 52.3468505)","9043905672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9501593 52.3468)","9043905673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9506927 52.347045)","9043905674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9506793 52.3470614)","9043905675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9507356 52.3470892)","9043905676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.950757 52.3470745)","9043905677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9508214 52.3471105)","9043905678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9511245 52.3468926)","9043905679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9391591 52.3234528)","9044959336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9393415 52.3235807)","9044959337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9392798 52.3236085)","9044959338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9396016 52.3238315)","9044959339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9396392 52.3238134)","9044959340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9398162 52.3239331)","9044959341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9401193 52.3237708)","9044959342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9393978 52.3232577)","9044959343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9392664 52.3233216)","9044959344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.939328 52.3233626)","9044959345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9500006 52.3467305)","9755448790",,,,,,,,,,,,,,,,,sliding,main,,,,,,,,,,,,,Białołęka,Lidl
"POINT (21.0374211 52.3173287)","10218776570",Lidl,,,,,,,,,Lidl,Q151954,,,,,,,,,,Mo-Sa 06:00-23:00,,,supermarket,,,,,,,Białołęka,Lidl
"POINT (20.9397744 52.3239048)","10967380036",,yes,,,,,,,,,,,,,,,,shop,,,,,,,survey,,,,,yes,Białołęka,Lidl
"POINT (20.9615141 52.317988)","11605619756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9382609 52.3360591)","11850884877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9377014 52.3361458)","11850884878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9378788 52.3365705)","11850884879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9381801 52.3365217)","11850884880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9382965 52.3365672)","11850884881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9384801 52.3365385)","11850884882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9377189 52.3361975)","11934658067",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.938279 52.3361003)","11934658068",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9379751 52.3365556)","11934702169",,,,,,,,,,,,,,,,,,emergency,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9384343 52.3364421)","11934702170",,,,,,,,,,,,,,,,,,emergency,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9377444 52.3362701)","11948238423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9377545 52.3362965)","11948238424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9382837 52.3361106)","12103322776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9384399 52.336477)","12103322779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992434 52.3274645)","12587505780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920324 52.3278848)","12587505781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916154 52.3277853)","12587505782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920833 52.3272051)","12587505783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924685 52.3273145)","12587505784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992362 52.3274447)","12587505785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916237 52.3277878)","12908249224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916248 52.3277866)","12908249225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917037 52.3278105)","12908249226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.99172 52.3277907)","12908249227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921078 52.3278688)","12908249228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921372 52.3278326)","12908249229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921392 52.3278332)","12908249230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921427 52.3278285)","12908249231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921407 52.327828)","12908249232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992159 52.3278051)","12908249233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921609 52.3278056)","12908249234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921646 52.3278008)","12908249235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921627 52.3278003)","12908249236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921989 52.3277551)","12908249237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922008 52.3277557)","12908249238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922045 52.3277511)","12908249239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922026 52.3277506)","12908249240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922606 52.3276783)","12908249241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922624 52.327679)","12908249242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922655 52.3276748)","12908249243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922636 52.3276743)","12908249244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922855 52.3276471)","12908249245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922874 52.3276476)","12908249246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922911 52.3276432)","12908249247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922889 52.3276427)","12908249248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923233 52.3276)","12908249249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923254 52.3276006)","12908249250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923285 52.3275964)","12908249251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923264 52.3275958)","12908249252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923615 52.3275525)","12908249253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923633 52.3275531)","12908249254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923665 52.3275488)","12908249255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923646 52.3275482)","12908249256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923989 52.3275056)","12908249257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924008 52.3275062)","12908249258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924042 52.3275018)","12908249259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924023 52.3275012)","12908249260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924285 52.3274683)","12908249261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924306 52.3274689)","12908249262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924264 52.3274623)","12908249263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924255 52.3274634)","12908249264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
